"name","基本武器","部位","短命","ASSASSIN HONED","BALANCED","破滅","BATTLE LUST","BERSERK","吸血","BONE BREAKER","補強不可","詠唱集中","CHAOS DAMAGE","CRAFT BONUS","CRAFT EXCEPTIONAL BONUS","CURSED","CURSE REMOVAL","物理","炎","冷気","毒","エネルギー","HP変換","HP変換(物理)","HP変換(炎)","HP変換(冷気)","HP変換(毒)","HP変換(エネルギー)","武器ダメージ","ダメージ修正","回避","DEX","DURABILITY BONUS","POT強化","CR","FC","FOCUS","炎エリア","冷気エリア","毒エリア","エネルギーエリア","命中","Curse","Dispel","STMダウン","Fireball","Harm","HPリーチ","Lightning","命中低下","回避低下","Magic Arrow","Mana Drain","MPリーチ","HP","HP回復","STMリーチ","INT","LAST PARRY CHANCE","矢弾コスト","MPコスト","秘薬コスト","装備条件","幸運","瞑想可","魔道武器","MP","MANA PHASE","MP回復","MASSIVE","NIGHT SIGHT","PRIZED","RANDOM PROTECTION","RANDOM KILLER","RANDOM SUMMONER","麻痺カウンター","物理ダメージ反射","REPLENISH CHARGES","物理抵抗","炎抵抗","冷気抵抗","毒抵抗","エネルギー抵抗","RESONANCE","SEARING","自己修復","SOUL CHARGE","SPARKS","詠唱可","呪文ダメージ","詠唱集中","破片残留","STM","STM回復","STR","SWARM","速度増","TOXIC WEAPON","UNWIELDY","ベスト","VELOCITY","WARD REMOVAL","重量軽減","WILDFIRE REMOVAL","耐久性","装備STR","基礎ダメージ","基礎速度","基礎重量","片手","両手","基礎スキル","射程","ガゴ専","CRAFT","SPM 70","SPM 90","AXE","除外","略","date","url","urlImage","備考",,,,,,,,,,,,,
"Pixie Swatter",,"手持ち左か両手",,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,"12",,,,,,,,,,,,,,"30",,,"*",,,,,"255/255","40","14-18","3.5",,"*",,"MACE FIGHTING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/pixie_swatter.gif","[FEY SLAYER]",,,,,,,,,,,,,
"Polar Bear Mask",,"頭",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"*",,,,,,,,"15","3","21","4","4",,,"3",,,,,,,,,,,,,,,,,,,"255/255","10",,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/polar_bear_mask.gif","-",,,,,,,,,,,,,
"Quiver Of Rage",,"上半身L5",,,,,,,,,,,,,,,,"20","20","20","20","20",,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/quiver_of_rage.gif","-",,,,,,,,,,,,,
"Quiver Of The Elements",,"上半身L5",,,,,,,,,,,"100",,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/quiver_of_elements.gif","-",,,,,,,,,,,,,
"Raed’s Glory",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35",,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,"*",,,,,,,,"20",,,,,,,,,"15","10-13","2.25",,,"*","FENCING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/raeds_glory.gif","-",,,,,,,,,,,,,
"Righteous Anger",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,"40",,"5",,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35",,,,,,,,"255/255","20","13-15","2.75",,"*",,"SWORDSMANSHIP",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/righteous_anger.gif","-",,,,,,,,,,,,,
"Robe Of The Eclipse",,"上半身L4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/robe_of_the_eclipse.gif","-",,,,,,,,,,,,,
"Robe Of The Equinox",,"上半身L4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/robe_of_the_equinox.gif","-",,,,,,,,,,,,,
"Seahorse Statuette",,"装飾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/seahorse.gif","-",,,,,,,,,,,,,
"Shield Of Invulnerability",,"手持ち右",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,"10",,"8",,,,,,,,,,"*",,,,,,,,,,,,,,,,"255/255",,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/shield_of_invulnerability.gif","-",,,,,,,,,,,,,
"Ship Model Of The H.M.S. Cape",,"装飾",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/hmscape.gif","-",,,,,,,,,,,,,
"Soul Seeker",,"手持ち左か両手",,,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,"30",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60",,,,,,,,,"20","12-14","2.5",,"*",,"SWORDSMANSHIP",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/soul_seeker.gif","[REPOND SLAYER]",,,,,,,,,,,,,
"Staff Of Power",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,"-15",,,,,,,,,,,,,,,,,,,,,,,"*","5",,,,,,,,,,,,,,,"255/255","35","13-16","2.75",,,"*","MACE FIGHTING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/staff_of_power.gif","-",,,,,,,,,,,,,
"Talon Bite",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,"33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,"*",,,,,"255/255","45","17-20","3.75",,,"*","SWORDSMANSHIP",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/talon_bite.gif","[TACTICS +10]",,,,,,,,,,,,,
"The Admiral’s Hearty Rum",,"他",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/admiralsrum.gif","-",,,,,,,,,,,,,
"Totem Of The Void",,"タリスマン",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,"10",,,,,,,,,,,,"*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/totem_of_the_void.gif","-",,,,,,,,,,,,,
"Violet Courage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100","95","*",,,,,,,,,,,,,,"14","12","12","8","9",,,,,,,,,,,,,,,,,,,,,,"255/255",,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/violet_courage.gif","-",,,,,,,,,,,,,
"Wildfire Bow",,"手持ち左か両手",,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,,,,,,,,,,,"15",,,,"255/255","45","15-19","3.75",,,"*","ARCHERY","10",,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/wildfire_bow.gif","[ARCHERY +10]",,,,,,,,,,,,,
"Windsong",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,"25",,,,"255/255","45","12-16","3",,,,"ARCHERY","10",,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/windsong.gif","-",,,,,,,,,,,,,
"Wrath Of The Dryad",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,"100",,,,,,,,"40",,,,,,,,,,,,,"15",,,,,,,"33",,,,,"81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255/255","20","15-18","3.25",,,"*","MACE FIGHTING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/","http://www.uo.com/wp-content/uploads/2015/09/wrath_of_the_dryad.gif","-",,,,,,,,,,,,,
"Crimson Cincture",,"下半身L3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,"10","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/CrimsonCincture.png","-",,,,,,,,,,,,,
"Crystalline Ring",,"指輪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/CrystallineRing.png","[MAGERY +20]",,,,,,,,,,,,,
"Dread Flute",,"他",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/DreadFlute.png","[EXCEPTION]",,,,,,,,,,,,,
"Dread’s Revenge",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,,,,,,,,"30",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,"10-12","2.00",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/DreadRevenge.png","[FENCING +20]",,,,,,,,,,,,,
"Grizzled Mare Statuette",,"他",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/GrizzledMareStatuette.png","[EXCEPTION]",,,,,,,,,,,,,
"Mark of Travesty",,"頭",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,"8",,,,,,,,,,,,"8","5","11","20","15",,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/MarkOfTrav.png","[OBTAINED FROM: TRAVESTY","SKILL +10","OTHER SKILL +10]",,,,,,,,,,,
"Melisande’s Corroded Hatchet",,"手持ち左か両手",,,,,,,,,,,,,,,,"100",,,,,,,,,,,"-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,"*",,,,,,,,"15",,,,,,,,,,"13-15","2.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/MelsHatchet.png","[LUMBERJACKING +5]",,,,,,,,,,,,,
"Monstrous Interred Grizzle Set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/grizzle.gif","[EXCEPTION]",,,,,,,,,,,,,
"Paroxysmus’ Swamp Dragon Statuette",,"他",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/ParoxysmusSwampDragon.png","[EXCEPTION]",,,,,,,,,,,,,
"Scepter of the Chief",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,"100",,,,,,,,"45",,,,,,,,,,,,,,,"100",,,,,,,,,,"100",,"2",,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14-17","3.50",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/","http://www.uo.com/wp-content/uploads/2015/09/scepter_of_the_chief.png","-",,,,,,,,,,,,,
"Abyssal Blade",,"手持ち左か両手",,,,,,,,,,,"100",,,,,,,,,,,,,,,,"60",,,,,,,,,,,,,,,,"50",,,,,,,,"50","60",,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,"15-19","3.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/AbyssalBlade.png","-",,,,,,,,,,,,,
"Axe of Abandon",,"手持ち左か両手",,,,,"*",,,,,,,,,,,,,,,,,,,,,,"50",,"10",,,,,"1",,,,,,"15",,,,,,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,"17-20","3.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/AxeOfAbandon.png","-",,,,,,,,,,,,,
"Axes of Fury",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"45",,"-15","5",,,,,,,,,,"20",,,,"45",,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,"14-17","3.00",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/AxesOfFury.png","-",,,,,,,,,,,,,
"Banshee’s Call",,"手持ち左か両手",,,,,,,,,,,,,,,,,,"100",,,,,,,,,"50",,,,,,,,,,,,,,,,,,"40","45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,"30",,,,"35",,,,,,"13-17","3.00",,,,,"8",,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/BansheesCall.png","-",,,,,,,,,,,,,
"Blade of Battle",,"手持ち左か両手",,,,,"*",,,,,,,,,,,,,,,,,,,,,,"50",,"10",,,,,,,,,,,"15",,,,,,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,"10-13","2.25",,,,"FENCING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/BladeOfBattle.png","-",,,,,,,,,,,,,
"Cavalry’s Folly",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"45",,,,,,,,,,,,,"10",,,,"40",,,,,"40",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35",,,,,,,,,,"14-17","3.00",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/Cavalry_sFolly.png","-",,,,,,,,,,,,,
"Channeller’s Defender",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,"100",,,,,,,,,"10",,,,"1",,,,,,,"5",,,,,,,,"60",,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"*",,,,,,,,"20",,,,,,,,,,"11-15","2.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/ChannellerDefender.png","-",,,,,,,,,,,,,
"Claws of the Berserker",,"手持ち左か両手",,,,,"*",,,,,,,,,,,,,,,,,,,,,,"60",,,,,,,"1",,,,,,,,,,,,,"45",,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,"10-12","2.00",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/ClawsOfTheBerserker.png","-",,,,,,,,,,,,,
"Death’s Head",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"45",,,,,,,,,,,,,,,,"10",,,,"45",,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,"11-15","2.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/DeathsHead.png","-",,,,,,,,,,,,,
"Demon Hunter’s Standard",,"手持ち左か両手",,,,,,,,,,,"100",,,,,,,,,,,,,,,,"50",,,,,,,"1",,,,,,,,,,,,,"40",,"30",,,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,"13-16","2.75",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/DemonHunter_sStandard.png","[DEMON SLAYER]",,,,,,,,,,,,,
"Draconi’s Wrath",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,"20",,,,"50",,,,,,,,,,,,,"15",,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"*",,,,,,,"11-13","2.50",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/DraconisWrath.png","-",,,,,,,,,,,,,
"Eternal Guardian Staff",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"*","10",,,,,,,,,,,,,,,,,"15-18","3.25",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/EternalGuardian.png","[MYSTICISM +15]",,,,,,,,,,,,,
"Fallen Mystic’s Spellbook",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,"5","10",,,,,,,"1",,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/FallenMysticsSpellbook.png","[BLESSED","MYSTICISM +10","FEY SLAYER]",,,,,,,,,,,
"The Impaler’s Pick",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"45",,,,,,,,,,,,,,,,,,,,"40",,"40",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,"13-17","3.25",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/impalerspick.png","[REPOND SLAYER]",,,,,,,,,,,,,
"Ironwood Composite Bow",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"45",,,"5",,,,,,,,,,,,,,"40",,,,,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,"30",,,,,,"16-20","4.00",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/Ironwood_Composite_Bow.png","[FEY SLAYER]",,,,,,,,,,,,,
"Jade War Axe",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,"10",,,,"50",,,,,,,,,,,,,,,,,"30",,,,,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,"14-15","3.25",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/Jade_War_Axe.png","[REPTILE SLAYER]",,,,,,,,,,,,,
"Legacy of Despair",,"手持ち左か両手",,,,,,,,,,,,,,,,,,"75","25",,,,,,,,"60",,,,,,,,,,,,,,"10",,,,,,,"50","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30",,,,,,,,,,"14-18","3.50",,"*",,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/LegacyOfDespair.png","-",,,,,,,,,,,,,
"Life Syphon",,"手持ち左か両手",,,,,,,"*",,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,,,,"30","100",,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,,,,,,,,"10-12","2.00",,,,"FENCING",,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/life-syphon.png","[OBTAINED FROM: (IN PACK) STYGIAN DRAGON]",,,,,,,,,,,,,
"Light in the Void",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"35",,,,,,,"1",,,,,,"10",,,,,,,"45",,"30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,"20",,,,,,,,,,"16-19","3.50",,,"*",,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/LightVoid1.png","[UNDEAD SLAYER]",,,,,,,,,,,,,
"Mangler",,"手持ち左か両手",,,,,,,,,,,,,,,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,,,,"50",,,,"50",,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",,,"*",,,,,,,"13-17","3.25",,,,,,,,,,,,,"2026-04-24","https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/","http://www.uo.com/wp-content/uploads/2015/09/Mangler.png","-",,,,,,,,,,,,,
